,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
104,GoC,mifr,-1.0535500584040813,8.591115508690894,20-03-06_DK186_probe1,622,green,8
105,PkC_ss,mifr,0.5939736017214,104.01447176185128,20-03-06_DK186_probe1,1195,blue,9
106,PkC_ss,mifr,0.45402879127687845,95.90897147312614,20-03-06_DK186_probe1,370,blue,10
107,PkC_ss,mifr,-0.05159373878340889,66.62368715017303,20-03-06_DK186_probe1,1124,blue,11
108,PkC_ss,mifr,0.4973132188744831,98.41597362115343,20-03-06_DK186_probe1,1126,blue,12
109,PkC_ss,mifr,0.23059845474799684,82.96805103818978,20-03-06_DK186_probe1,783,blue,13
110,PkC_ss,mifr,0.6067234275078245,104.75293227542657,20-03-06_DK186_probe1,826,blue,14
111,PkC_ss,mifr,0.4989148445427197,98.50873859954088,20-03-06_DK186_probe1,1197,blue,15
112,PkC_ss,mifr,0.2574000857219581,84.52038175276007,20-03-06_DK186_probe1,517,blue,16
113,PkC_ss,mifr,-0.06546718329295978,65.82014746820421,20-03-06_DK186_probe1,1142,blue,17
114,PkC_ss,mifr,0.7422024728473222,112.59977874031092,20-03-06_DK186_probe1,1199,blue,18
115,PkC_cs,mifr,0.3709095639019702,91.09476707822282,20-03-06_DK186_probe1,364,orange,19
116,PkC_cs,mifr,3.43892776166308,268.79212011887034,20-03-06_DK186_probe1,424,orange,20
117,PkC_cs,mifr,-1.1446144653291348,3.3167321694371728,20-03-06_DK186_probe1,369,orange,21
118,PkC_cs,mifr,-1.1497107920852718,3.0215566794558386,20-03-06_DK186_probe1,402,orange,22
119,PkC_cs,mifr,-0.9541710099831132,14.347076755919261,20-03-06_DK186_probe1,723,orange,23
120,PkC_cs,mifr,2.448558818413518,211.43068077749473,20-03-06_DK186_probe1,380,orange,24
121,PkC_cs,mifr,2.356549199339385,206.10155144713968,20-03-06_DK186_probe1,1031,orange,25
122,PkC_cs,mifr,0.6828282954308967,109.16087014010643,20-03-06_DK186_probe1,1109,orange,26
123,GoC,mifr,-0.0016884808294662535,69.51416291322352,20-03-06_DK186_probe2,522,green,27
124,GoC,mifr,-0.4418679594329152,44.01929190244351,20-03-06_DK186_probe2,1011,green,28
125,GoC,mifr,-0.14854584986615416,61.0082923250449,20-03-06_DK186_probe2,530,green,29
126,GoC,mifr,-0.5049016931866365,40.36842449609009,20-03-06_DK186_probe2,603,green,30
127,GoC,mifr,-0.5606681037662381,37.1384750923334,20-11-05_DK215_probe1,3191,green,31
128,GrC,mifr,0.2534816440184681,84.29342849698656,19-10-22_YC022_probe1,692,brown,32
129,GrC,mifr,-0.5629776832880632,37.004705948472164,19-10-22_YC022_probe1,699,brown,33
130,GrC,mifr,-0.4406865555859376,44.08771794262579,19-10-22_YC022_probe1,706,brown,34
131,GrC,mifr,2.113438720232341,192.02077165734227,19-10-22_YC022_probe1,1133,brown,35
132,GrC,mifr,-0.9447800057755883,14.890996798925702,19-10-22_YC022_probe1,1233,brown,36
